NOAA Active region number,DATE when AR passes central meridan,TIME when AR passes central meridian (UTC),CME 24 HRS,CME Flare Count ,CME erruption date ,CME erruption time,Related CME events to this NOAA AR ,Evidence e.g physical characteristics of the CME ,Notes ,Erruption duration ,
11283,2011-09-06,18:00:37,yes,#N/A,9/6/11,22:33:31,no,,,,
11364,2011-12-06,20:47:41,yes,#N/A,12/11/11,22:47:05,no,,,,
11312,2011-10-10,19:33:32,yes,#N/A,10/11/11,3:40:00,no,,,,
11309,2011-10-10,19:33:32,no,#N/A,no,no,no,,,,
11313,2011-10-10,19:33:32,no,#N/A,no,no,no,,,,
11316,2011-10-16,19:42:31,no,#N/A,no,no,no,,"noAA 11316, S12 W09 (X= 147,Y=-293). Beta region.",Erruption time length ,
11317,2011-10-16,19:42:31,no,#N/A,no,no,no,,,,
11319,2011-10-16,19:42:31,no,#N/A,no,no,no,no,,,
11321,2011-10-18,19:30:31,no,#N/A,no,no,no,,,,
11327,2011-10-21,17:05:06,no,#N/A,no,no,no,no,,,
11332,2011-10-30,20:50:44,no,#N/A,no,no,no,no,,,
11339,2011-11-11,20:39:28,yes,#N/A,12/11/11,4:24:00,no,,,,
11345,2011-11-11,21:39:28,yes,#N/A,11/11/11,17:20:00,no,,end of CME 18:00,,
11340,2011-11-09,20:34:28,no,#N/A,no,no,no,,,,
11347,2011-11-16,20:45:27,no,#N/A,no,no,no,,,,
11354,2011-11-20,20:51:27,yes,#N/A,20/11/11,22:41:20,no,,23:21:20,,
11349,2011-11-16,20:45:27,no,#N/A,no,no,no,,,,
11350,2011-11-20,20:51:27,yes,#N/A,20/11/11,23:05:00,no,,,,
11352,2011-11-20,20:51:27,no,#N/A,no,no,no,,,,
11374,2011-12-14,20:58:55,yes,#N/A,14/12/11,22:54:19,no,,date: 14/12/11,over 5 hours ,
11375,2011-12-14,21:58:55,no,#N/A,no,no,no,,,,
11390,2011-12-30,17:52:18,yes,#N/A,30/12/11,19:24:07,no,,date: 30/12/11,over 5 hours,
11386,2011-12-30,17:52:18,yes,#N/A,30/12/11,20:53:00,no,,date: 30/12/11,over 8 hours ends at 04.00 next day 31st Dec ,
11290,2011-09-12,20:31:21,no,#N/A,no,no,no,,,,
11289,2011-09-12,20:31:21,no,#N/A,no,no,no,,,,
11290,2011-09-12,21:31:21,no,#N/A,no,no,no,,,,
11294,2011-09-14,19:47:51,no,#N/A,no,no,no,,,,
11292,2011-09-14,20:47:51,yes,#N/A,15/09/14,14:39:00,no,,date: 15/09/11,,
11307,2011-10-05,19:56:48,no,#N/A,no,no,no,,,,
11388,2012-01-01,17:52:18,yes,#N/A,1/1/12,0:00:00,no,,date 02/01/12,end of erruption 23:59:59,
11389,2012-01-01,16:52:18,yes,#N/A,1/1/12,22:07:00,no,,date 91/01/12,,
11390,2012-01-01,17:52:18,no,#N/A,no,no,no,,,,
11392,2012-01-05,17:43:06,yes,#N/A,5/1/12,11:51:00,no,,5/1/12,,
11395,2012-01-13,17:32:18,no,#N/A,no,no,no,,,,
11400,2012-01-15,17:35:06,no,#N/A,no,no,no,,,,
11397,2012-01-15,17:35:06,no,#N/A,no,no,no,,,,
11396,2012-01-15,18:35:06,no,#N/A,no,no,no,,,,
11403,2012-01-18,11:42:18,yes,#N/A,18/1/12,19:00:00,no,,18/01/12,end of erruption 23:59 ,
11399,2012-01-18,11:42:18,yes,#N/A,18/1/12,3:34:00,no,,19/01/12,,
11409,2012-01-26,17:52:18,yes,#N/A,no,no,no,,,,
11408,2012-01-26,17:52:18,yes,#N/A,26/01/12,15:09:00,no,,,,
11411,2012-01-30,11:35:06,no,#N/A,no,no,no,,,,
11416,2012-02-12,11:51:30,yes,#N/A,12/2/12,17:48:00,no,,12/2/12,,
11417,2012-02-15,17:26:18,yes,#N/A,15/02/12,7:00:00,no,,16/2/12,,
11418,2012-02-15,17:26:18,yes,#N/A,15/02/12,7:24:00,no,,16/2/12,,
11420,2012-02-19,11:33:06,yes,#N/A,19/02/12,18:00:00,no,,19/2/12,,
11421,2012-02-23,17:38:18,no,#N/A,no,no,no,,,,
11422,2012-02-19,17:32:18,yes,#N/A,19/02/12,21:24:00,no,,,,
11433,2012-03-16,11:06:18,no,#N/A,no,,no,,,,
11432,2012-03-16,11:06:18,no,#N/A,no,no,no,,,,
11437,2012-03-19,16:40:18,no,#N/A,no,no,no,,,,
11436,2012-03-19,16:40:18,yes,#N/A,19/02/12,16:54:00,no,,,,
11438,2012-03-26,16:58:18,yes,#N/A,26/02/12,23:54:00,no,,,,
11445,2012-03-30,16:54:18,yes,#N/A,30/02/12,1:23:00,no,,31/3/12,,
11450,2012-04-04,16:47:06,yes,#N/A,30/03/12,9:36:00,no,,5/4/12,,
11455,2012-04-13,10:51:30,yes,#N/A,13/04/12,8:24:00,no,,14/4/12,,
11456,2012-04-13,10:51:30,yes,#N/A,13/04/12,16:36:00,no,,13/4/12,,
11454,2012-04-16,16:21:06,no,#N/A,no, no,no,,,,
11457,2012-04-17,16:21:06,no,#N/A,no, no,no,,,,
11459,2012-04-20,16:18:18,yes,#N/A,20/04/12,19:00:00,no,,20/04/12,,
11458,2012-04-20,16:18:18,no,#N/A,no,no,no,,,,
11461,2012-04-22,16:43:06,yes,#N/A,22/04/12,18:39:00,no,,22/4/12,,
11465,2012-04-22,16:43:06,no,#N/A,no,no,no,,,,
11467,2012-04-30,16:39:06,yes,#N/A,30/04/12,15:09:00,no,,30/04/12,,
11469,2012-04-30,16:39:06,yes,#N/A,30/04/12,15:39:00,no,,30/04/12,,
11484,2012-05-18,10:39:06,yes,#N/A,18/04/12,15:53:00,no,,18/05/12,,
11485,2012-05-18,10:17:06,yes,#N/A,18/04/12,2:00:08,no,,19/05/12,,
11489,2012-05-29,10:45:06,yes,#N/A,29/05/12,4:53:00,no,,30/5/12,,
11490,2012-05-30,10:45:06,yes,#N/A,29/05/12,16:08:00,no,,29/05/12,,
11486,2012-05-21,10:19:06,yes,#N/A,21/05/12,15:23:00,no,,21/05/12,,
11492,2012-05-30,10:45:06,yes,#N/A,30/05/12,2:39:00,no,,31/05/12,,
11495,2012-06-01,17:06:18,no,#N/A,no,no,no,,,,
11497,2012-06-02,10:36:18,yes,#N/A,2/6/12,23:53:00,no,,2/6/12,,
11507,2012-06-13,15:29:56,yes,#N/A,13/106/12,15:34:00,no,,13/6/12,,
11506,2012-06-15,17:32:56,no,#N/A,no,no,no,,,,
11510,2012-06-20,12:39:41,no,#N/A,no,no,no,,,,
11511,2012-06-23,20:22:26,yes,#N/A,23/06/12,18:42:00,no,,23/6/12,,
11512,2012-06-28,20:20:11,yes,#N/A,28/06/12,4:45:00,no,,28/6/12,,
11518,2012-07-09,19:59:56,no,#N/A,no, no,no,,,,
11523,2012-07-15,21:02:56,yes,#N/A,9/7/12,16:48:00,no,,21/07/12,,
11526,2012-07-26,21:38:11,yes,#N/A,15/07/12,6:25:00,no,,27/07/12,,
11534,2012-08-01,21:06:40,no,#N/A,1/8/12,20:16:00,no,,4/8/12, coronal hole  see url ,https://sdowww.lmsal.com/sdomedia/ssw/ssw_client/data/ssw_service_120805_192921_95836/www/ssw_cutout_193_context_full.gif
11535,2012-08-04,19:05:55,no,#N/A,no,no,no,,,,
11537,2012-08-06,14:29:10,no,#N/A,no,no,no,,,,
11543,2012-08-12,21:35:55,yes,#N/A,12/8/12,5:12:00,no,,13/8/12,produces another cme at 12:36 on 13/8/12,
11542,2012-08-12,21:35:55,yes,#N/A,12/8/12,9:48:00,no,,13/8/12,,
11546,2012-08-21,16:04:17,yes,#N/A,21/08/12,15:24:00,no,,21/8/12,,
11547,2012-08-21,16:04:17,no,#N/A,no,no,no,,,,
11551,2012-08-22,4:48:17,no,#N/A,no,no,no,,,,
11547,2012-08-18,4:48:17,yes,#N/A,18/08/12,17:39:00,no,,18/8/12,,
11562,2012-09-03,20:46:33,no,#N/A,no,no,no,,,,
11565,2012-09-05,16:09:07,no,#N/A,no,no,no,,,,
11571,2012-09-17,20:54:19,no,#N/A,no,no,no,,,,
11573,2012-09-21,8:50:55,yes,#N/A,17/09/12,18:18:00,no,,,,
11575,2012-09-24,20:54:42,yes,#N/A,24/09/12,17:12:12,no,,,,
11576,2012-09-24,20:54:42,no,#N/A,no,no,no,,,,
11578,2012-09-25,20:56:18,no,#N/A,no,no,no,,,,
11579,2012-09-30,16:41:22,no,#N/A,no,no,no,,,,
11580,2012-09-30,20:54:23,yes,#N/A,30/09/12,15:06:00,no,,,,
11582,2012-09-30,20:45:25,yes,#N/A,30/09/12,13:42:00,no,,,,
11584,2012-10-01,20:56:36,yes,#N/A,1/10/12,21:48:00,no,,,,
11885,2012-10-08,20:45:04,yes,#N/A,8/10/12,3:36:00,no,,,,
11586,2012-10-13,20:48:23,no,#N/A,no,no,no,,,,
11589,2012-10-15,16:55:36,yes,#N/A,15/10/12,16:33:00,no,,,,
11590,2012-10-15,16:55:36,no,#N/A,no,no,no,,,,
11591,2012-10-17,20:51:56,no,#N/A,no,no,no,,,,
11594,2012-10-19,20:56:43,no,#N/A,no,no,no,,,,
11618,2012-10-21,21:59:40,no,0,no,no,no,,,,
11620,2012-11-25,21:54:31,no,#N/A,no,no,no,,,,
11635,2012-12-24,21:57:44,no,#N/A,no,no,no,,,,
11640,2012-12-31,21:49:52,no,#N/A,no,no,no,,,,
11638,2013-01-01,22:00:07,no,#N/A,no,no,no,,,,
11640,2013-01-01,22:00:07,no,#N/A,no,no,no,,,,
11639,2013-01-01,22:00:07,no,#N/A,no,no,no,,,,
11638,2013-01-02,21:48:59,no,#N/A,no,no,no,,,,
11641,2013-01-04,21:57:11,no,#N/A,no,no,no,,,,
11645,2013-01-04,21:57:11,no,#N/A,no,no,no,,,,
11642,2013-01-06,21:55:46,no,#N/A,no,no,no,,,,
11648,2013-01-08,21:55:06,no,#N/A,no,no,no,,,,
11653,2013-01-10,20:48:59,no,#N/A,no,no,no,,,,
11654,2013-01-14,21:48:10,no,#N/A,no,no,no,,,,
11657,2013-01-14,21:42:34,yes,#N/A,14/01/13,9:48:07,no,,,,
11656,2013-01-14,21:58:21,no,#N/A,no,no,no,,,,
11658,2013-01-18,21:50:10,yes,#N/A,18/01/13,2:18:18,no,,,,
11660,2013-01-20,21:53:25,no,#N/A,no,no,no,,,,
11659,2013-01-21,21:48:36,no,#N/A,no,no,no,,,,
11662,2013-01-29,21:53:33,no,#N/A,no,no,no,,,,
11560,2012-09-02,20:49:27,no,#N/A,no,no,no,,,,
11663,2013-01-30,21:57:53,no,#N/A,no,no,no,,,,
11665,2013-02-03,21:49:02,no,#N/A,no,no,no,,,,
11666,2013-02-03,21:49:02,no,#N/A,no,no,no,,,,
11667,2013-02-06,21:52:10,no,#N/A,no,no,no,,,,
11669,2013-02-09,21:52:13,no,#N/A,no,no,no,,,,
11671,2013-02-13,19:38:54,yes,#N/A,13/02/13,20:24:00,no,,,,
11672,2013-02-13,19:38:54, no,#N/A,no,no,no,,,,
11675,2013-02-18,19:39:18,no,#N/A,no,no,no,,,,
11673,2013-02-20,22:00:41,no,#N/A,no,no,no,,,,
11682,2013-02-27,19:36:34,no,#N/A,no,no,no,,,,
11680,2013-02-27,19:36:34,yes,#N/A,27/02/13,5:48:05,no,,,,
11681,2013-02-28,21:10:51,yes,#N/A,4/3/13,2:36:07,no,,,,
11683,2013-03-04,21:58:55,no,#N/A,no,no,no,,,,
11776,2013-06-19,19:04:25,no,#N/A,no,no,no,,,,
11773,2013-06-19,21:01:49,no,,no,no,no,,,,
11775,2013-06-19,21:01:49,yes,#N/A,19/06/13,12:48:05,no,,,,
11777,2013-06-25,20:58:29,yes,0,25/06/13,9:12:08,no,,,,
11779,2013-06-28,19:03:40,yes,#N/A,28/06/13,2:24:06,no,,,,
11778,2013-06-28,19:03:40,yes,#N/A,28/06/13,12:48:05,no,,,,
11780,2013-06-28,19:03:40,no,#N/A,no,no,no,,,,
11782,2013-06-29,8:59:56,yes,,29/06/13,3:48:05,and again at 06:36:05 and 08:24:05 and 11:48,,,,
11778,2013-06-29,8:59:56,yes,,29/06/13,2:12:05,,,,,
11781,2013-06-29,8:59:56,yes,#N/A,29/06/13,4:36:05,,,,,
11779,2013-06-30,18:56:55,yes,#N/A,30/06/13,11:48:05,,,,,
11782,2013-07-01,14:57:40,yes,#N/A,1/7/13,2:12:05,,,,,
11783,2013-07-03,18:59:10,no,,no,no,,,,,
11784,2013-07-03,18:59:10,no,#N/A,no,no,,,,,
11786,2013-07-03,18:59:10,no,#N/A,no,no,,,,,
11823,2013-08-20,4:43:25,yes,#N/A,21/8/13,21:43:18,,,,,
11822,2013-08-20,4:43:25,yes,#N/A,20/8/13,18:28:06,,,,,
11820,2013-08-20,4:43:25,yes,#N/A,20/8/13,17:48:06,,,,,
11826,2013-08-20,4:43:25,yes,#N/A,20/8/13,17:48:06,,,,,
11825,2013-08-20,4:43:25,yes,#N/A,20/8/13,3:22:42,,,,,
11827,2013-08-24,20:59:48,no,#N/A,no,no,,,,,
11834,2013-08-30,22:38:23,yes,#N/A,31/8/13,0:48:18,,,,,
11835,2013-08-30,22:38:23,yes,#N/A,30/8/13,18:48:42,,,,,
11836,2013-08-30,22:38:23,yes,#N/A,30/8/13,22:03:42,,,,,
11838,2013-09-10,23:28:16,yes,,11/9/13,9:36:05,,,,,
11839,2013-09-11,23:28:12,yes,#N/A,11/9/13,16:48:05,,,,,
11841,2013-09-16,23:28:59,no,#N/A,no,no,,,,,
11843,2013-09-18,23:29:48,no,#N/A,no,no,,,,,
11849,2013-09-21,23:30:31,yes,#N/A,22/9/13,6:48:30,,,,,
11846,2013-09-22,23:30:56,yes,#N/A,23/9/13,11:03:06,,,,,
11850,2013-09-25,23:30:35,yes,#N/A,26/9/13,8:36:30,,,,,
11851,2013-09-27,23:28:19,no,#N/A,no,no,,,,,
11855,2013-10-01,23:28:14,yes,#N/A,1/10/13,19:48:05,,,,,
11854,2013-10-03,23:29:22,no,#N/A,no,no,,,,,
11859,2013-10-05,23:29:43,yes,#N/A,5/10/13,18:29:13,,,,,
11856,2013-10-08,23:28:07,yes,#N/A,9/10/13,5:24:05,,,,,
11857,2013-10-08,23:28:07,no,#N/A,no,no,,,,,
11860,2013-10-08,23:31:19,yes,#N/A,9/10/13,5:36:05,,,,,
11856,2013-10-10,23:31:19,yes,,10/10/13,17:46:07,,,,,
11861,2013-10-10,23:31:19,yes,,10/10/13,20:17:05,,,,,
11863,2013-10-10,23:31:19,yes,#N/A,10/10/13,17:30:03,,,,,
11867,2013-10-11,23:31:38,yes,#N/A,11/10/13,18:18:06,,,,,
11861,2013-10-12,23:29:49,yes,#N/A,11/10/13,17:03:20,,,,,
11868,2013-10-17,23:31:00,no,#N/A,no,no,,,,,
11874,2013-10-19,23:30:22,no,#N/A,no,no,,,,,
11872,2013-10-20,23:27:46,no,#N/A,no,no,,,,,
11873,2013-10-19,23:30:22,yes,#N/A,19/10/13,22:03:42,,,,,
11875,2013-10-23,23:27:46,yes,5,23/10/13,13:33:18,cmes on other days and times 22/10/13 cme time of 03:33:30,,,,
11879,2013-10-23,23:27:46,yes,,22/10/13,12:33:30,,,,,
11877,2013-10-23,23:27:46,yes,0,22/10/13,12:33:30,,,,,
11881,2013-10-28,13:30:37,yes,#N/A,29/10/13,0:00:18,,,,,
11882,2013-10-28,13:30:37,no,2,no,no,,,,,
11886,2013-10-30,22:01:46,yes,#N/A,30/10/13,21:33:30,cmes on other days and times 31/10/13 cme time of 10:48:18,,,,
11883,2013-11-01,21:59:33,yes,#N/A,2/11/13,7:18:42,,,,,
11887,2013-11-03,21:20:40,yes,#N/A,3/11/13,18:00:05,,,,,
11889,2013-11-03,21:20:40,yes,#N/A,4/11/13,1:18:42,,,,,
11890,2013-11-09,22:07:54,yes,2,10/11/13,5:48:06,,,,,
11892,2013-11-11,21:59:13,no,#N/A,no,no,,,,,
11898,2013-11-13,22:01:59,yes,,13/11/13,23:48:07,,,,,
11893,2013-11-13,22:01:59,yes,0,14/11/13,7:24:05,,,,,
11896,2013-11-16,21:57:35,yes,,16/11/13,19:00:05,,,,,
11897,2013-11-16,21:57:35,yes,#N/A,17/11/13,3:48:05,,,,,
11902,2013-11-16,21:57:35,yes,#N/A,17/11/13,12:48:05,,,,,
11896,2013-11-17,4:34:43,yes,#N/A,17/11/13,6:24:05,,,,,
11899,2013-11-18,22:02:23,yes,#N/A,19/11/13,3:36:07,,,,,
11903,2013-11-23,22:00:05,no,#N/A,no,no,,,,,
11905,2013-11-28,22:07:32,yes,#N/A,29/11/13,0:36:05,,,,,
11908,2013-12-01,20:27:40,yes,#N/A,1/12/13,21:12:10,,,,,
11911,2013-12-02,20:28:36,no,#N/A,no,no,,,,,
11909,2013-12-02,20:33:46,yes,#N/A,2/12/13,2:00:05,,,,,
11916,2013-12-07,5:34:39,no,#N/A,no,no,,,,,
11912,2013-12-07,5:34:39,yes,#N/A,7/12/13,7:24:06,,,,,
11923,2013-12-12,20:35:06,no,#N/A,no,no,,,,,
11917,2013-12-13,20:25:06,yes,#N/A,13/12/13,17:48:05,,,,,
11918,2013-12-14,20:34:45,yes,#N/A,15/12/13,16:33:42,,,,,
11921,2013-12-15,20:29:23,yes,#N/A,15/12/13,16:33:42,,,,,
11928,2013-12-18,20:32:37,yes,#N/A,19/12/13,22:33:30,,,,,
11930,2013-12-20,20:31:19,no,#N/A,no,no,,,,,
11932,2013-12-20,20:31:19,yes,#N/A,21/12/13,11:34:07,,,,,
11929,2013-12-22,16:52:25,no,#N/A,no,no,,,,,
11931,2013-12-23,20:31:22,yes,#N/A,24/12/13,2:18:18,,,,,
11934,2013-12-23,20:31:22,yes,#N/A,24/12/13,4:18:18,,,,,
11935,2013-12-26,20:28:44,yes,#N/A,26/12/13,21:17:42,,,,,
11936,2013-12-27,20:22:12,yes,3,27/12/13,3:32:30,,,,,
11937,2013-12-30,20:28:01,yes,#N/A,30/12/13,23:36:18,,,,,
11938,2014-01-02,20:28:40,yes,#N/A,2/1/14,7:56:18,,,,,
11945,2014-01-04,20:28:06,no,#N/A,4/1/14,9:24:05,,,,,
11942,2014-01-04,20:28:06,no,#N/A,no,no,,,,,
11943,2014-01-04,20:28:06,yes,1,4/1/14,21:16:33,,,,,
11944,2014-01-06,20:29:08,yes,6,7/1/14,3:46:18,,,,,
11946,2014-01-07,20:35:20,yes,0,7/1/14,11:21:20,,,,,
11950,2014-01-11,20:28:25,yes,,11/1/14,12:46:42,,,,,
11948,2014-01-11,20:28:25,no,#N/A,no,no,,,,,
11951,2014-01-11,20:28:25,no,#N/A,no,no,,,,,
11953,2014-01-13,20:31:47,yes,#N/A,13/1/14,17:31:18,,,,,
11949,2014-01-13,20:31:47,yes,#N/A,13/1/14,18:01:18,,,,,
11954,2014-01-15,20:29:03,yes,1,15/1/14,15:16:18,,,,,
11952,2014-01-15,20:29:03,yes,#N/A,15/1/14,17:16:06,,,,,
11956,2014-01-20,20:31:19,yes,#N/A,20/1/14,16:46:30,,,,,
11957,2014-01-21,20:31:37,yes,#N/A,20/1/14,22:31:18,,,,,
11955,2014-01-21,20:31:37,yes,#N/A,20/1/14,10:01:06,,,,,
11962,2014-01-21,20:31:37,yes,#N/A,21/1/14,12:01:18,,,,,
11958,2014-01-23,20:29:35,no,#N/A,no,no,,,,,
11960,2014-01-24,20:32:07,no,#N/A,no,no,,,,,
11959,2014-01-24,20:32:07,no,#N/A,no,no,,,,,
11964,2014-01-25,20:28:36,yes,#N/A,25/1/14,3:31:18,,,,,
11965,2014-01-26,20:31:30,yes,#N/A,26/1/14,3:16:06,,,,,
11968,2014-02-02,17:57:25,yes,4,2/2/14,9:46:32,,,,,
11967,2014-02-02,17:57:25,yes,23,2/2/14,12:01:30,,,,,
11970,2014-02-06,18:11:21,no,#N/A,no,no,,,,,
11972,2014-02-06,18:11:21,yes,#N/A,6/2/14,15:00:54,,,,,
11971,2014-02-08,20:30:36,no,#N/A,no,no,,,,,
11973,2014-02-10,20:29:38,yes,#N/A,10/2/14,10:46:18,,,,,
11974,2014-02-10,20:29:38,yes,13,10/2/14,21:46:30,,,,,
11976,2014-02-14,20:30:50,yes,0,14/2/14,9:46:30,,,,,
11977,2014-02-16,20:28:34,yes,#N/A,16/2/14,23:31:06,,,,,
11986,2014-02-24,20:29:20,no,#N/A,no,no,,,,,
11988,2014-02-24,20:29:20,no,#N/A,no,no,,,,,
19987,2014-02-27,20:31:09,no,#N/A,no,no,,,,,
11992,2014-02-27,20:31:09,yes,#N/A,27/2/14,11:12:05,,,,,
11989,2014-02-27,20:31:09,no,#N/A,no, no,,,,,
11993,2014-03-02,18:30:44,yes,#N/A,2/3/14,9:48:06,,,,,
11910,2013-11-29,20:39:09,yes,#N/A,29/11/13,19:07:04,,,,,
11993,2014-03-02,18:30:44,yes,#N/A,2/3/14,10:24:05,,,,,
11991,2014-03-02,18:30:44,yes,1,2/3/14,16:48:05,,,,,
11996,2014-03-06,20:29:25,no,4,no,no,,,,,
11999,2014-03-06,20:29:25,yes,#N/A,6/3/14,14:01:06,,,,,
12000,2014-03-10,20:30:48,no,#N/A,no,no,,,,,
12003,2014-03-11,20:32:02,yes,#N/A,11/3/14,21:46:09,,,,,
11998,2014-03-11,20:32:02,yes,#N/A,11/3/14,22:31:30,,,,,
12002,2014-03-13,20:22:43,no,4,no,no,,,,,
12004,2014-03-15,20:28:09,yes,#N/A,15/3/14,11:31:30,,,,,
12009,2014-03-17,20:27:41,no,#N/A,no,no,,,,,
12005,2014-03-17,20:27:41,yes,#N/A,17/3/14,17:01:18,,,,,
12007,2014-03-19,19:23:13,no,#N/A,no,no,,,,,
12008,2014-03-21,20:31:53,yes,#N/A,21/3/14,16:31:18,,,,,
12013,2014-03-24,20:31:01,yes,#N/A,24/3/14,13:13:18,,,,,
12014,2014-03-25,20:31:01,yes,0,25/3/14,5:31:18,,,,,
12020,2014-03-30,23:32:04,no,#N/A,no,no,,,,,
12024,2014-03-30,23:30:04,no,#N/A,no,no,,,,,
12021,2014-04-01,21:36:18,no,#N/A,no,no,,,,,
12022,2014-04-02,23:22:15,no,#N/A,no,no,,,,,
12026,2014-04-05,23:31:00,no,#N/A,no,no,,,,,
12029,2014-04-05,23:31:00,yes,#N/A,5/4/14,12:01:18,,,,,
12027,2014-04-06,23:29:05,yes,0,7/4/14,3:16:18,,,,,
12030,2014-04-07,23:28:01,no,#N/A,no,no,,,,,
12034,2014-04-15,23:21:08,no,#N/A,no,no,,,,,
12036,2014-04-15,23:21:08,no,0,no,no,,,,,
12039,2014-04-16,23:30:55,no,#N/A,no,no,,,,,
12040,2014-04-17,22:29:30,no,#N/A,no,no,,,,,
12035,2014-04-18,23:31:40,yes,1,18/4/14,14:31:30,,,,,
12038,2014-04-20,23:28:55,no,#N/A,no,no,,,,,
12042,2014-04-21,23:31:28,yes,#N/A,21/4/14,19:31:18,,,,,
12044,2014-04-22,23:19:17,yes,#N/A,22/4/14,18:01:30,,,,,
12045,2014-04-24,23:33:32,yes,#N/A,24/4/14,12:01:18,,,,,
